,Mois,Titre,parutions,top_fnac_1,top_fnac_2_plus,top_babelio,classement_babelio,Catégorie,top_livraddict,Année,Prix,prix_19_23,type_de_document,Nb_réservations_bibli,Classement_bibliothèque,Top_bibliothèque,in_youtube,nb_youtube,Auteur
1027,Avril 2023,le mystère de la fresque maudite,1.0,,,,,,,,,,,,,,,,Chiara Montani
1028,Octobre 2021,le mystère de la main rouge,1.0,,,,,,,,,,,,,,,,Henri Loevenbruck
1029,Septembre 2021,le métier de mourir,1.0,0.0,0.0,0.0,,,0.0,2020.0,Prix Renaudot des lycéens,1.0,,,,0.0,0.0,0.0,Jean-René Van der Plaetsen
1031,Avril 2023,le nouveau,1.0,,,,,,,,,,,,,,,,Keigo Higashino
1032,Février 2023,le pain perdu,1.0,,,,,,,,,,,,,,,,Edith Bruck
1033,Janvier 2022,le palais des orties,1.0,,,,,,,,,,,,,,,,Marie Nimier
1034,Septembre 2021,le parapluie de la discorde,1.0,,,,,,,,,,,,,,,,Sylvie Baron
1035,Avril 2023,le parfum des cendres,1.0,,,,,,,,,,,,,,,,Marie Mangez
1036,Février 2021,le parfum des citronniers,1.0,,,,,,,,,,,,,,,,Cristina Campos
1037,Avril 2022,le parfum des fleurs la nuit,1.0,,,,,,,,,,,,,,,,Leïla Slimani
1038,Septembre 2022,le passager sans visage,1.0,,,,,,,,,,,,,,,,Nicolas Beuglet
1039,Mars 2022,le passeur,1.0,0.0,0.0,0.0,,,0.0,2022.0,Prix littéraire ENS Paris-Saclay,1.0,,,,0.0,0.0,0.0,Stéphanie Coste
1040,Découverte Rentrée 2022,le pavillon des combattantes,1.0,,,,,,,,,,,,,,,,Emma Donoghue
1041,Septembre 2023,le pays au-delà des mers,1.0,,,,,,,,,,,,,,,,Christina Baker Kline
1042,Mai 2021,le pays des autres,1.0,0.0,0.0,0.0,,,0.0,,,0.0,Livre adulte,246.0,9.0,1.0,0.0,0.0,Leïla Slimani
1043,Mai 2023,"le pays des autres, tome 2 : regardez-nous danser",1.0,,,,,,,,,,,,,,,,Leïla Slimani
1044,Mai 2021,le pays où l'on n'arrive jamais,1.0,,,,,,,,,,,,,,,,André Dhôtel
1045,Novembre 2023,le petit audiard illustré par l'exemple,1.0,,,,,,,,,,,,,,,,Philippe Durant
1046,Février 2021,le petit chat est mort,1.0,,,,,,,,,,,,,,,,Xavier de Moulins
1047,Novembre 2023,le petit foulard de marguerite d.,1.0,,,,,,,,,,,,,,,,Colette Fellous
1048,Rentrée 2022,le pion,1.0,,,,,,,,,,,,,,,,Paco Cerdà
1049,Mars 2023,le plongeur,1.0,,,,,,,,,,,,,,,,Minos Efstathiadis
1050,Mai 2023,le plus beau lundi de ma vie tomba un mardi,1.0,,,,,,,,,,,,,,,,Camille Andrea
1051,Novembre 2023,le poids des choses,1.0,,,,,,,,,,,,,,,,Marianne Fritz
1053,Septembre 2022,le poids des morts,1.0,,,,,,,,,,,,,,,,Victor del Arbol
1054,Août-Octobre 2023,le portrait de mariage,1.0,,,,,,,,,,,,,,,,Maggie OFarrell
1055,Octobre 2023,le pouvoir des animaux,1.0,,,,,,,,,,,,,,,,Didier Van Cauwelaert
1056,Rentrée 2021,le premier exil,1.0,,,,,,,,,,,,,,,,Santiago H. Amigorena
1057,Mars 2023,le premier jour du printemps,1.0,,,,,,,,,,,,,,,,Nancy Tucker
1058,Avril 2021,le prieuré de l'oranger (2/2),1.0,,,,,,,,,,,,,,,,Samantha Shannon
1059,Février 2022,le prince des marées,1.0,,,,,,,,,,,,,,,,Pat Conroy
1060,Janvier 2023,le quatrième roi mage,1.0,,,,,,,,,,,,,,,,Antonio Exposito
1061,Rentrée 2022,le radeau des étoiles,1.0,,,,,,,,,,,,,,,,Andrew J. Graff
1062,Découverte Rentrée 2022,le rapport chinois,1.0,,,,,,,,,,,,,,,,Pierre Darkanian
1063,Avril 2021,le regard féminin : une révolution à l'écran,1.0,,,,,,,,,,,,,,,,Iris Brey
1064,Septembre 2023,le retour d'ariane,1.0,,,,,,,,,,,,,,,,Christian Laborie
1069,Août-Octobre 2023,le roman de jeanne et nathan,1.0,,,,,,,,,,,,,,,,Clément Camar-Mercier
1070,Octobre 2022,le roman de tyll ulespiègle,1.0,,,,,,,,,,,,,,,,Daniel Kehlmann
1071,Février 2021,le rouge n'est plus une couleur,1.0,,,,,,,,,,,,,,,,Rosie Price
1072,Septembre 2023,"le royaume de pierre d'angle, tome 2  : les filles de mai",1.0,,,,,,,,,,,,,,,,Pascale Quiviger
1073,Septembre 2023,le royaume perdu,1.0,,,,,,,,,,,,,,,,Éric Giacometti
1074,Août-Octobre 2023,le récit du combat,1.0,,,,,,,,,,,,,,,,Luc Lang
1076,Septembre 2022,le réseau pourpre,1.0,,,,,,,,,,,,,,,,Carmen Mola
1077,Rentrée 2023,le sacrifice,1.0,,,,,,,,,,,,,,,,Eva Ionesco
1078,Février 2022,le sanctuaire,1.0,,,,,,,,,,,,,,,,Laurine Roux
1079,Janvier 2021,le sang des mirabelles,1.0,,,,,,,,,,,,,,,,Camille de Peretti
1080,Novembre 2022,le sang et la cendre,1.0,,,,,,,,,,,,,,,,Jennifer L. Armentrout
1081,Novembre 2022,le second sommeil,1.0,,,,,,,,,,,,,,,,Robert Harris
1082,Février 2023,le secret,1.0,,,,,,,,,,,,,,,,Morgane Ortin
1083,Septembre 2022,le secret hemingway,1.0,,,,,,,,,,,,,,,,Brigitte Kernel
1084,Avril 2023,le sens de nos pas,1.0,,,,,,,,,,,,,,,,Claire Norton
1085,Septembre 2022,le serment,1.0,,,,,,,,,,,,,,,,Arttu Tuominen
1086,Novembre 2023,"le serment, tome 2",1.0,,,,,,,,,,,,,,,,Tom Clancy
1087,Avril 2022,le serpent majuscule,1.0,,,,,,,,,,,,,,,,Pierre Lemaitre
1088,Mai 2023,le silence des dieux,1.0,,,,,,,,,,,,,,,,Yahia Belaskri
1089,Avril 2023,le silence des repentis,1.0,,,,,,,,,,,,,,,,Kimi Cunningham Grant
1092,Rentrée 2022,le soldat désaccordé,1.0,0.0,0.0,0.0,,,0.0,2023.0,Prix des libraires,1.0,,,,0.0,0.0,0.0,Gilles Marchand
1093,Mai 2022,le sortilège de stellata,1.0,,,,,,,,,,,,,,,,Daniela Raimondi
1094,Mars 2023,le souffle des rêves,1.0,,,,,,,,,,,,,,,,Clarisse Sabard
1095,Octobre 2022,le sourire de jackrabbit,1.0,,,,,,,,,,,,,,,,Joe R. Lansdale
1096,Avril 2021,le sourire des fées,1.0,,,,,,,,,,,,,,,,Laure Manel
1097,Janvier 2022,le sourire du scorpion,1.0,,,,,,,,,,,,,,,,Patrice Gain
1098,Octobre 2023,le spleen du pop-corn qui voulait exploser de joie,1.0,,,,,,,,,,,,,,,,Raphaëlle Giordano
1099,Janvier 2023,le stradivarius de goebbels,1.0,,,,,,,,,,,,,,,,Yoann Iacono
1100,Novembre 2023,le suppléant,1.0,1.0,1.0,0.0,,,0.0,,,0.0,,,,0.0,0.0,0.0,Prince Harry
1101,Octobre 2021,le suspect,1.0,,,,,,,,,,,,,,,,Fiona Barton
1102,Découverte Rentrée 2022,le syndrome de beyrouth,1.0,,,,,,,,,,,,,,,,Alexandre Najjar
1103,Février 2022,le syndrome de petrouchka,1.0,,,,,,,,,,,,,,,,Dina Rubina
1104,Avril 2023,le syndrome du canal carpien,1.0,,,,,,,,,,,,,,,,John Boyne
1105,Septembre 2023,le tableau du peintre juif,1.0,,,,,,,,,,,,,,,,Benoît Séverac
1106,Janvier 2021,le tatoueur d'auschwitz,1.0,,,,,,,,,,,,,,,,Heather Morris
1107,Mai 2021,le temps d'un été,1.0,,,,,,,,,,,,,,,,Kristan Higgins
1109,Novembre 2023,le temps des cerises,1.0,,,,,,,,,,,,,,,,Nicolas Barreau
1111,Janvier 2021,le théorème du parapluie,1.0,,,,,,,,,,,,,,,,Mickaël Launay
1112,Rentrée 2023,le tiers pays,1.0,,,,,,,,,,,,,,,,Karina Sainz Borgo
1114,Mai 2022,le tombeau,1.0,,,,,,,,,,,,,,,,Michael Hjorth
1115,Octobre 2023,"le tombeau scellé, tome 1 : gideon la neuvième",1.0,,,,,,,,,,,,,,,,Tamsyn Muir
1116,Mars 2023,le tour des arènes,1.0,,,,,,,,,,,,,,,,Anny Duperey
1117,Mars 2022,le tourbillon de la vie,1.0,,,,,,,,,,,,,,,,Aurélie Valognes
1118,Rentrée 2022,le trésorier-payeur,1.0,,,,,,,,,,,,,,,,Yannick Haenel
1122,Septembre 2021,le vent reprend ses tours,1.0,,,,,,,,,,,,,,,,Sylvie Germain
1123,Février 2023,le vertige de la peur,1.0,,,,,,,,,,,,,,,,Linwood Barclay
1125,Découverte Rentrée 2022,le voyage dans l'est,1.0,0.0,0.0,0.0,,,0.0,2021.0,Prix Médicis,1.0,,,,0.0,0.0,0.0,Christine Angot
1126,Février 2022,le voyage de cilka,1.0,,,,,,,,,,,,,,,,Heather Morris
1129,Découverte Rentrée 2022,le voyant d'étampes,1.0,0.0,0.0,0.0,,,0.0,2021.0,Prix de Flore,1.0,,,,0.0,0.0,0.0,Abel Quentin
1130,Découverte Rentrée 2022,lecture facile,1.0,,,,,,,,,,,,,,,,Cristina Morales
1131,Novembre 2023,les 30 meilleures façons d'assassiner son mari (et autres meurtres conjugaux),1.0,,,,,,,,,,,,,,,,Mi-ae Seo
1132,Janvier 2023,les 4 enquêtrices de la supérette gwangseon,1.0,,,,,,,,,,,,,,,,Gunwoo Jeon
1133,Février 2021,les abattus,1.0,,,,,,,,,,,,,,,,Noëlle Renaude
1135,Août 2021,les abysses,1.0,,,,,,,,,,,,,,,,Rivers Solomon
1137,Avril 2023,les ailes collées,1.0,,,,,,,,,,,,,,,,Sophie de Baere
1138,Septembre 2021,les amants du ciel se retrouvent toujours ici-bas,1.0,,,,,,,,,,,,,,,,David Perroud
1139,Octobre 2023,les amours difficiles,1.0,,,,,,,,,,,,,,,,Italo Calvino
1140,Octobre 2023,les anges de babylone,1.0,,,,,,,,,,,,,,,,Ghislain Gilberti
1141,Septembre 2022,les annales de brekkukot,1.0,,,,,,,,,,,,,,,,Halldór Laxness
1142,Découverte Rentrée 2022,les aquatiques,1.0,,,,,,,,,,,,,,,,Osvalde Lewat
1144,Janvier 2022,les aérostats,1.0,,,,,,,,,,,,,,,,Amélie Nothomb
1145,Février 2023,les beaux mensonges (spécial k),1.0,,,,,,,,,,,,,,,,Céline de Roany
1146,Avril 2023,les bourgeoises,1.0,,,,,,,,,,,,,,,,Astrid Eliard
1147,Mai 2023,les bruits du souvenir,1.0,,,,,,,,,,,,,,,,Sophie Astrabie
1149,Août-Octobre 2023,les chants d'amour de wood place,1.0,,,,,,,,,,,,,,,,Honorée Fanonne Jeffers
1150,Mars 2023,les chats éraflés,1.0,,,,,,,,,,,,,,,,Camille Goudeau
1151,Découverte Rentrée 2022,les chiens de faïence,1.0,,,,,,,,,,,,,,,,Thomas Louis
1152,Janvier 2021,les choses humaines,1.0,0.0,0.0,0.0,,,0.0,2019.0,Prix Goncourt des lycéens,1.0,,,,0.0,0.0,0.0,Karine Tuil
1153,Novembre 2023,les chroniques d'edward holmes et gower watson : le rat géant de l'hôtel saint-pol,1.0,,,,,,,,,,,,,,,,Jean d` Aillon
1154,Mai 2023,"les chroniques de bond street, tome 1 : lady fortescue à la rescousse - miss tonks prend son envol",1.0,,,,,,,,,,,,,,,,M.C. Beaton
1155,Septembre 2023,"les chroniques de bond street, tome 2 : la disgrâce de mrs budley - sir philip perd la tête",1.0,,,,,,,,,,,,,,,,M.C. Beaton
1156,Mars 2021,les cicatrices,1.0,,,,,,,,,,,,,,,,Claire Favan
1160,Février 2023,les collectionneurs d'images,1.0,,,,,,,,,,,,,,,,Jóanes Nielsen
1161,Septembre 2023,les colliers de feu,1.0,,,,,,,,,,,,,,,,Femi Kayode
1162,Rentrée 2023,les conditions idéales,1.0,0.0,0.0,0.0,,,0.0,2023.0,Prix Goncourt des détenus,1.0,,,,0.0,1.0,2.0,Mokhtar Amoudi
1163,Mars 2023,les confins,1.0,,,,,,,,,,,,,,,,Eliott de Gastines
1164,Septembre 2023,les contreforts,1.0,,,,,,,,,,,,,,,,Guillaume Sire
1165,Août-Octobre 2023,les coquelicots,1.0,,,,,,,,,,,,,,,,Nedjma
1166,Septembre 2022,les corps abstinents,1.0,,,,,,,,,,,,,,,,Emmanuelle Richard
1167,Février 2022,les corps conjugaux,1.0,,,,,,,,,,,,,,,,Sophie de Baere
1168,Septembre 2023,les couleurs du destin,1.0,,,,,,,,,,,,,,,,Mireille Pluchard
1169,Février 2023,les couleurs du silence,1.0,,,,,,,,,,,,,,,,Delphine Giraud
1170,Novembre 2023,les couleurs primitives,1.0,,,,,,,,,,,,,,,,Jeanne Cherhal
1172,Novembre 2023,les crimes de nos pères,1.0,,,,,,,,,,,,,,,,Åsa Larsson
1173,Novembre 2023,les culs-reptiles,1.0,,,,,,,,,,,,,,,,Mahamat-Saleh Haroun
1174,Janvier 2023,les danseurs de l'aube,1.0,,,,,,,,,,,,,,,,Marie Charrel
1175,Mars 2021,les demoiselles,1.0,,,,,,,,,,,,,,,,Anne-Gaëlle Huon
1176,Octobre 2021,les derniers jours de stefan zweig,1.0,,,,,,,,,,,,,,,,Laurent Seksik
1177,Avril 2023,les derniers jours des fauves,1.0,,,,,,,,,,,,,,,,Jérôme Leroy
1178,Avril 2021,les dernières heures,1.0,,,,,,,,,,,,,,,,Minette Walters
1180,Octobre 2021,les disparues de la lande,1.0,,,,,,,,,,,,,,,,Charlotte Link
1181,Avril 2023,les dix mille portes de january,1.0,,,,,,,,,,,,,,,,Alix E. Harrow
1182,Avril 2023,les dominos de la vie,1.0,,,,,,,,,,,,,,,,Laure Manel
1183,Octobre 2023,les douces,1.0,,,,,,,,,,,,,,,,Judith Da Costa Rosa
1184,Février 2023,les douleurs fantômes,1.0,,,,,,,,,,,,,,,,Mélissa Da Costa
1185,Août-Octobre 2023,les dragons,1.0,0.0,0.0,0.0,,Contemporain,1.0,,,0.0,,,,0.0,1.0,3.0,Jérôme Colin
1186,Août 2021,les dynamiteurs,1.0,,,,,,,,,,,,,,,,Benjamin Whitmer
1187,Février 2022,les désossés,1.0,,,,,,,,,,,,,,,,François d' Epenoux
1189,Septembre 2021,les employés,1.0,,,,,,,,,,,,,,,,Olga Ravn
1190,Avril 2021,les enfants du dernier salut,1.0,,,,,,,,,,,,,,,,Colette Brull-Ulmann
1191,Janvier 2022,les enfants du passé,1.0,,,,,,,,,,,,,,,,Luce Basseterre
1193,Avril 2023,les enfants véritables,1.0,,,,,,,,,,,,,,,,Thibault Bérard
1197,Avril 2023,les exilées de troie,1.0,,,,,,,,,,,,,,,,Pat Barker
1199,Août-Octobre 2023,les faiseurs d'anges,1.0,,,,,,,,,,,,,,,,Martine Van Woerkens
1200,Mai 2022,les femmes d'heresy ranch,1.0,,,,,,,,,,,,,,,,Melissa Lenhardt
1201,Octobre 2022,les femmes de heart spring mountain,1.0,,,,,,,,,,,,,,,,Robin MacArthur
1203,Février 2022,les femmes n'ont pas d'histoire,1.0,,,,,,,,,,,,,,,,Amy Jo Burns
1204,Découverte Rentrée 2022,les filles de monroe,1.0,,,,,,,,,,,,,,,,Antoine Volodine
1205,Octobre 2021,les filles mortes ne sont pas aussi jolies,1.0,,,,,,,,,,,,,,,,Elizabeth Little
1206,Avril 2023,les filles qui mentent,1.0,,,,,,,,,,,,,,,,Eva Björg Ægisdóttir
1207,Mai 2021,les fleurs de l'ombre,1.0,,,,,,,,,,,,,,,,Tatiana de Rosnay
1209,Novembre 2023,les francs royaumes : par deux fois tu mourras,1.0,,,,,,,,,,,,,,,,Éric Fouassier
1210,Découverte Rentrée 2022,les fruits tombent des arbres,1.0,,,,,,,,,,,,,,,,Florent Oiseau
1211,Février 2022,les funambules,1.0,,,,,,,,,,,,,,,,Mohammed Aïssaoui
1212,Février 2021,les furtifs,1.0,0.0,0.0,0.0,,,0.0,2020.0,Grand prix de l'Imaginaire,1.0,,,,0.0,0.0,0.0,Alain Damasio
1213,Découverte Rentrée 2022,les garçons de la cité-jardin,1.0,0.0,0.0,0.0,,,0.0,2022.0,Prix Eugène-Dabit du roman populiste,1.0,,,,0.0,0.0,0.0,Dan Nisand
1215,Mars 2023,les grandes occasions,1.0,,,,,,,,,,,,,,,,Alexandra Matine
1219,Novembre 2023,les heures étincelantes,1.0,,,,,,,,,,,,,,,,Iona Grey
1220,Mai 2021,les hommes aussi ont la chair de poule,1.0,,,,,,,,,,,,,,,,Karine Lambert
1221,Mai 2021,les huit morts de julian creek,1.0,,,,,,,,,,,,,,,,Elizabeth Crook
1222,Novembre 2023,"les humilié.es : 10 ans après le mariage pour tous, l'heure du bilan",1.0,,,,,,,,,,,,,,,,Rozenn Le Carboulec
1223,Octobre 2022,les héritières de la salamandre,1.0,,,,,,,,,,,,,,,,Françoise Bourdon
1224,Novembre 2023,les idéalistes,1.0,,,,,,,,,,,,,,,,Kristopher Jansma
1225,Mai 2022,les imbattables,1.0,,,,,,,,,,,,,,,,Sarah Maeght
1226,Mai 2021,les imbéciles heureux,1.0,,,,,,,,,,,,,,,,Charlye Ménétrier McGrath
1227,Janvier 2022,les impatientes,1.0,0.0,0.0,0.0,,,0.0,2020.0,Prix Goncourt des lycéens,1.0,,,,0.0,1.0,1.0,Djaïli Amadou Amal
1228,Avril 2023,les incandescentes,1.0,,,,,,,,,,,,,,,,C. J. Tudor
1229,Février 2023,les incorrigibles,1.0,,,,,,,,,,,,,,,,Patrice Quélard
1231,Mars 2023,les jardins de zagarand,1.0,,,,,,,,,,,,,,,,Éric de Kermel
1232,Avril 2021,les jours brûlants,1.0,,,,,,,,,,,,,,,,Laurence Peyrin
1233,Mai 2022,les jours heureux,1.0,,,,,,,,,,,,,,,,Adélaïde de Clermont-Tonnerre
1234,Janvier 2023,les lanceurs de feu,1.0,,,,,,,,,,,,,,,,Jan Carson
1235,Avril 2023,les larmes du reich,1.0,,,,,,,,,,,,,,,,François Médéline
1236,Janvier 2021,les lendemains,1.0,,,,,,,,,,,,,,,,Mélissa Da Costa
1237,Rentrée 2022,les liens artificiels,1.0,,,,,,,,,,,,,,,,Nathan Devers
1238,Novembre 2023,les lieux infidèles,1.0,,,,,,,,,,,,,,,,Tana French
1239,Janvier 2021,les listes d'elisabeth,1.0,,,,,,,,,,,,,,,,Lulah Ellender
1240,Février 2023,les loups,1.0,,,,,,,,,,,,,,,,Benoît Vitkine
1241,Janvier 2022,les lumières du nord,1.0,,,,,,,,,,,,,,,,Nora Roberts
1242,Janvier 2021,les magnolias,1.0,,,,,,,,,,,,,,,,Florent Oiseau
1243,Février 2023,les maisons vides,1.0,,,,,,,,,,,,,,,,Laurine Thizy
1244,Mars 2021,les mangeurs d'argile,1.0,,,,,,,,,,,,,,,,Peter Farris
1245,Rentrée 2022,"les marins ne savent pas nager, tome 1",1.0,,,,,,,,,,,,,,,,Dominique Scali
1247,Août-Octobre 2023,les maîtres de bayreuth,1.0,,,,,,,,,,,,,,,,Charlie Roquin
1249,Octobre 2021,les miracles du bazar namiya,1.0,,,,,,,,,,,,,,,,Keigo Higashino
1250,Mai 2023,les mystères de fleat house,1.0,,,,,,,,,,,,,,,,Lucinda Riley
1251,Septembre 2021,"les mystères de larispem, tome 3 : l'élixir ultime",1.0,,,,,,,,,,,,,,,,Lucie Pierrat-Pajot
1253,Mai 2021,les mémoires d'un chat,1.0,,,,,,,,,,,,,,,,Hiro Arikawa
1254,Août-Octobre 2023,les naufragés du wager,1.0,,,,,,,,,,,,,,,,David Grann
1255,Septembre 2021,les naufragés hurleurs,1.0,,,,,,,,,,,,,,,,Christian Carayon
1256,Août 2021,les nouveaux héritiers,1.0,,,,,,,,,,,,,,,,Kent Wascom
1257,Février 2021,les nouvelles aventures du fakir au pays d'ikea,1.0,,,,,,,,,,,,,,,,Romain Puértolas
1259,Février 2023,les nuits bleues,1.0,,,,,,,,,,,,,,,,Anne-Fleur Multon
1260,Octobre 2023,les nuits de la peste,1.0,,,,,,,,,,,,,,,,Orhan Pamuk
1261,Avril 2023,les nuits solidor,1.0,,,,,,,,,,,,,,,,Charlotte Duthoo
1262,Septembre 2023,les oiseaux,1.0,,,,,,,,,,,,,,,,Tarjei Vesaas
1263,Septembre 2023,les ombres filantes,1.0,,,,,,,,,,,,,,,,Christian Guay-Poliquin
1264,Janvier 2021,les optimistes,1.0,,,,,,,,,,,,,,,,Rebecca Makkai
1265,Mars 2022,les oubliés,1.0,,,,,,,,,,,,,,,,John Grisham
1266,Octobre 2023,les oubliés de l'amas,1.0,,,,,,,,,,,,,,,,Floriane Soulas
1267,Septembre 2023,les papillons noirs,1.0,,,,,,,,,,,,,,,,Gabriel Katz
1268,Août-Octobre 2023,les paradoxes de m. pond,1.0,,,,,,,,,,,,,,,,Gilbert Keith Chesterton
1269,Août-Octobre 2023,les parts oubliées,1.0,,,,,,,,,,,,,,,,Charmaine Wilkerson
1271,Novembre 2022,les patients du docteur garcia,1.0,,,,,,,,,,,,,,,,Almudena Grandes
1276,Novembre 2022,les pionniers,1.0,,,,,,,,,,,,,,,,Ernest Haycox
1277,Septembre 2022,les ponts,1.0,,,,,,,,,,,,,,,,Tarjei Vesaas
1278,Mai 2022,les possibles,1.0,0.0,0.0,0.0,,,0.0,,,0.0,Livre adulte,72.0,56.0,1.0,1.0,2.0,Virginie Grimaldi
1279,Mars 2023,les poupées,1.0,,,,,,,,,,,,,,,,Alexis Laipsker
1280,Rentrée 2022,les presque soeurs,1.0,,,,,,,,,,,,,,,,Cloé Korman
1281,Avril 2021,les prisonniers de la liberté,1.0,,,,,,,,,,,,,,,,Luca Di Fulvio
1282,Février 2023,les promises,1.0,,,,,,,,,,,,,,,,Jean-Christophe Grangé
1283,Octobre 2021,les protégés de sainte kinga,1.0,,,,,,,,,,,,,,,,Marc Voltenauer
1284,Août-Octobre 2023,les pyromanes,1.0,,,,,,,,,,,,,,,,Vincent Delareux
1286,Avril 2023,les racines de la vengeance,1.0,,,,,,,,,,,,,,,,Charlotte Link
1287,Février 2022,les rebelles d'oxford : la réputation perdue de lord ballentine,1.0,,,,,,,,,,,,,,,,Evie Dunmore
1289,Avril 2023,les rites de l'eau,1.0,,,,,,,,,,,,,,,,Eva García Saenz de Urturi
1290,Mai 2021,les roches rouges,1.0,,,,,,,,,,,,,,,,Olivier Adam
1291,Février 2022,les roses fauves,1.0,,,,,,,,,,,,,,,,Carole Martinez
1292,Avril 2023,les routes oubliées,1.0,,,,,,,,,,,,,,,,S. A. Cosby
1293,Mai 2023,les rêves qui nous restent,1.0,,,,,,,,,,,,,,,,Boris Quercia
1294,Rentrée 2022,les sables,1.0,,,,,,,,,,,,,,,,Basile Galais
1295,Février 2023,les saisons d'après,1.0,,,,,,,,,,,,,,,,Christian Carayon
1296,Mars 2022,les secrets de ma mère,1.0,,,,,,,,,,,,,,,,Jessie Burton
1297,Octobre 2022,"les sentiers des astres, tome 4 : jaunes yeux",1.0,,,,,,,,,,,,,,,,Stefan Platteau
1298,Octobre 2023,les sentiers obscurs de karachi,1.0,,,,,,,,,,,,,,,,Olivier Truc
1299,Octobre 2022,les sept châtiments,1.0,,,,,,,,,,,,,,,,Jordi Llobregat
1300,Octobre 2021,les sept ou huit morts de stella fortuna,1.0,,,,,,,,,,,,,,,,Juliet Grames
1302,Mai 2022,"les sept soeurs, tome 7 : la soeur disparue",1.0,,,,,,,,,,,,,,,,Lucinda Riley
1304,Septembre 2021,les services compétents,1.0,,,,,,,,,,,,,,,,Iegor Gran
1305,Août-Octobre 2023,les silences des pères,1.0,,,,,,,,,,,,,,,,Rachid Benzine
1307,Avril 2023,les sirènes d'es vedrá,1.0,,,,,,,,,,,,,,,,Tom Charbit
1308,Mai 2023,les sirènes de malibu,1.0,,,,,,,,,,,,,,,,Taylor Jenkins Reid
1309,Janvier 2023,les soeurs d'auschwitz,1.0,,,,,,,,,,,,,,,,Heather Morris
1310,Janvier 2023,les soeurs de montmorts,1.0,,,,,,,,,,,,,,,,Jérôme Loubry
1311,Octobre 2022,les soeurs du titanic,1.0,,,,,,,,,,,,,,,,Patricia Falvey
1312,Octobre 2021,les sorcières de pendle,1.0,,,,,,,,,,,,,,,,Stacey Halls
1313,Avril 2023,les souvenirs et les mensonges aussi...,1.0,,,,,,,,,,,,,,,,Karine Lebert
1314,Mars 2023,les survivants,1.0,,,,,,,,,,,,,,,,Jane Harper
1316,Août-Octobre 2023,les terres animales,1.0,,,,,,,,,,,,,,,,Laurent Petitmangin
1317,Novembre 2022,les terres du chacal,1.0,,,,,,,,,,,,,,,,Amos Oz
1318,Septembre 2022,les terres promises,1.0,,,,,,,,,,,,,,,,Jean-Michel Guenassia
1319,Mai 2021,les testaments,1.0,,,,,,,,,,,,,,,,Margaret Atwood
1320,Avril 2023,les trois vies de suzana baker,1.0,,,,,,,,,,,,,,,,Philippe Amar
1321,Septembre 2022,les trois épouses de blake nelson,1.0,,,,,,,,,,,,,,,,Cate Quinn
1322,Septembre 2023,les ténèbres et la nuit,1.0,,,,,,,,,,,,,,,,Michael Connelly
1324,Janvier 2022,les variations sentimentales,1.0,,,,,,,,,,,,,,,,André Aciman
1325,Février 2023,les vies de jacob,1.0,,,,,,,,,,,,,,,,Christophe Boltanski
1326,Septembre 2022,les vilaines,1.0,,,,,,,,,,,,,,,,Camila Sosa Villada
1328,Août-Octobre 2023,les voleurs d'innocence,1.0,,,,,,,,,,,,,,,,Sarai Walker
1329,Août 2021,"les voleurs de fumée, tome 2 : le monde des démons",1.0,,,,,,,,,,,,,,,,Sally Green
1330,Janvier 2022,"les voleurs de fumée, tome 3 : à feu et à sang",1.0,,,,,,,,,,,,,,,,Sally Green
1331,Mai 2023,"les voyageurs, tome 2 : libration",1.0,,,,,,,,,,,,,,,,Becky Chambers
1332,Mai 2022,les wagons rouges,1.0,,,,,,,,,,,,,,,,Stig Dagerman
1333,Août-Octobre 2023,les âmes errantes,1.0,,,,,,,,,,,,,,,,Cecile Pin
1334,Janvier 2022,les âmes sous les néons,1.0,,,,,,,,,,,,,,,,Jérémie Guez
1337,Octobre 2021,les élus,1.0,,,,,,,,,,,,,,,,Veronica Roth
1338,Avril 2022,"les énigmes d'aurel le consul, tome 3 : le flambeur de la caspienne",1.0,,,,,,,,,,,,,,,,Jean-Christophe Rufin
1339,Mars 2021,les étincelles,1.0,,,,,,,,,,,,,,,,Julien Sandrel
1340,Découverte Rentrée 2022,les étoiles les plus filantes,1.0,,,,,,,,,,,,,,,,Estelle-Sarah Bulle
1341,Avril 2022,lettre d'amour sans le dire,1.0,,,,,,,,,,,,,,,,Amanda Sthers
1342,Janvier 2023,leur domaine,1.0,,,,,,,,,,,,,,,,Jo Nesbø
1343,Mars 2022,leur âme au diable,1.0,,,,,,,,,,,,,,,,Marin Ledun
1344,Février 2023,liberata,1.0,,,,,,,,,,,,,,,,Gail Reitano
1346,Août 2021,lisière,1.0,,,,,,,,,,,,,,,,Kapka Kassabova
1347,Mars 2022,liv maria,1.0,,,,,,,,,,,,,,,,Julia Kerninon
1348,Février 2023,lord cochrane et le trésor de selkirk,1.0,,,,,,,,,,,,,,,,Gilberto Villarroel
1349,Février 2023,lore,1.0,,,,,,,,,,,,,,,,Alexandra Bracken
1350,Avril 2023,"lore olympus, tome 1",1.0,,,,,,,,,,,,,,,,Rachel Smythe
1351,Avril 2023,"lore olympus, tome 2",1.0,,,,,,,,,,,,,,,,Rachel Smythe
1352,Rentrée 2021,lorsque le dernier arbre,1.0,,,,,,,,,,,,,,,,Michael Christie
1354,Février 2022,"loup, y es-tu ?",1.0,,,,,,,,,,,,,,,,M. J. Arlidge
1355,Février 2023,love after love,1.0,,,,,,,,,,,,,,,,Ingrid Persaud
